NUMERO_REGISTRO_PRODUTO;IDENTIFICADOR_DO_ITEM;NOME_PRODUTO;DATA_DE_PEDIDO_DO_ITEM;DATA_DE_ENTRADA_DO_ITEM;DATA_VENCIMENTO_REGISTRO;QUANTIDADE;CUSTO_DE_AQUISIÇÃO
110630063;25351010556;FARMANGUINHOS - NEVIRAPINA;;23/06/2000;01/06/2025;;
110630035;25000003547;FARMANGUINHOS - PARACETAMOL;;04/09/1997;01/09/2002;;
110630074;25351006453;FARMANGUINHOS - PIRAZINAMIDA;;25/04/2001;01/04/2016;;
110630088;25351007060;FARMANGUINHOS - PREDNISONA;;24/07/2001;01/07/2016;;
110630089;25351007058;FARMANGUINHOS - PREDNISONA;;15/08/2001;01/10/2016;;
110630011;25000004913;FARMANGUINHOS - PRIMAQUINA;;17/05/1996;;;
110630087;25351007061;FARMANGUINHOS - PRIMAQUINA;;24/07/2001;01/07/2016;;
110630082;25351001607;FARMANGUINHOS - PROPRANOLOL;;25/04/2001;01/04/2016;;
110630075;25351004565;FARMANGUINHOS - RIFAMPICINA;;25/04/2001;01/04/2016;;
110630052;25000013332;FARMANGUINHOS - sulfametoxazol + trimetoprima;;16/11/1998;01/11/2008;;
110630056;25000000866;FARMANGUINHOS -LAMIVUDINA;;10/02/1999;01/02/2029;;
110630042;25000000941;FARMANGUINHOS DIGOXINA;;02/04/1998;01/04/2008;;
110630069;25351006447;FARMANGUINHOS NEOMICINA + BACITRACINA;;25/04/2001;01/04/2016;;
110630127;25351379184;FARMANGUINHOS OSELTAMIVIR;;29/07/2009;01/07/2029;;
110630152;25351668686;FARMANGUINHOS PRIMAQUINA;;27/07/2020;01/07/2030;;
110630141;25351635574;FARMANGUINHOS SULFATO FERROSO;;15/12/2014;01/12/2029;;
110630061;25351001031;FARMANGUINHOS-INDINAVIR;;08/05/2000;01/05/2005;;
110630085;25351001603;FARMANGUINHOS-TETRACICLINA;;15/06/2001;01/06/2006;;
116880004;25000029466;FARMARIN CPHD;;21/01/1998;01/01/2028;;
116880012;25351029900;FARMARIN CPHD SOLUÇÃO COM ACETATO;;24/01/2005;01/02/2010;;
141070016;25000023643;FARMAZOL;;17/07/2000;01/07/2010;;
141070039;25351027693;FARMICINA;;11/06/2001;01/06/2021;;
102160151;25351029882;FARMORUBICINA;;09/11/2004;01/12/2019;;
121100402;25351098015;FARMORUBICINA;;24/07/2017;01/12/2029;;
123890028;25001009916;FARMORUBICINA RD;;11/10/1999;01/12/2004;;
141070043;25000042743;FARMOXICAM;;01/10/2001;01/10/2026;;
116180267;25351111862;FASENRA;;04/06/2018;01/06/2028;;
116180114;25351035573;FASLODEX;;27/05/2003;01/05/2028;;
102980216;25000032862;FASTFEN;;12/01/1998;01/01/2028;;
120330241;25351011753;FASTURTEC;;02/03/2004;01/02/2014;;
105770142;25000029787;FASULIDE;;23/12/1996;01/12/2016;;
105750111;25351578123;FASULIDE;;27/10/2014;01/12/2016;;
102160011;25992007328;FASYGYN;;10/10/2001;01/08/2006;;
154230296;25351183157;FASYS;;19/08/2019;01/08/2029;;
104920191;25351448565;FATIG;;26/04/2010;01/04/2020;;
125430010;25351018333;FATOL;;26/12/2000;01/12/2005;;
105750053;25351027204;FATOR  VIII DE COAGULAÇÃO;;04/04/2001;01/04/2006;;
116370008;25000008010;FATOR ANTI-HEMOFILICO IX;;25/03/1999;01/03/2004;;
116370010;25000008013;FATOR ANTI-HEMOFILICO VIII;;02/01/2001;01/03/2004;;
116370043;25000030664;FATOR ANTI-HEMOFÍLICO IX;;19/09/2000;01/09/2005;;
139710007;25000014766;FATOR IX DE COAGULAÇÃO;;27/11/1995;01/11/2010;;
193040005;25351836480;FATOR IX DE COAGULAÇÃO HEMOBRÁS;;11/04/2022;01/04/2032;;
136410009;25351292179;FATOR IX GRIFOLS;;29/08/2005;01/08/2025;;
131380004;25000034078;FATOR IX LFB;;25/03/1999;01/03/2004;;
126030006;25000003545;FATOR VIII;;02/08/1996;01/03/2000;;
102980223;25000022800;FATOR VIII;;23/12/1998;01/12/2003;;
109140016;25000008621;FATOR VIII;;29/09/1999;01/09/2004;;
109140008;25001000356;FATOR VIII BIOTEST SDH;;22/04/1994;01/05/2015;;
123610002;25000002102;FATOR VIII DE COAGULAÇÃO;;16/01/1996;01/12/2020;;
106830080;25000032954;FATOR VIII DE COAGULAÇÃO;;08/05/1997;01/03/2002;;
193040004;25351836354;FATOR VIII DE COAGULAÇÃO HEMOBRÁS;;04/04/2022;01/04/2032;;
102980345;25351037944;FATOR VIII RECOMBINANTE;;06/10/2004;01/10/2009;;
131390015;25000022772;FAULBLASTINA;;28/11/2000;01/11/2010;;
100330130;25351192307;FAULBLASTINA;;17/07/2006;01/11/2025;;
131390004;25000022769;FAULDACAR;;23/03/2001;01/08/2008;;
100330136;25351192186;FAULDACAR;;27/11/2006;01/08/2028;;
131390014;25000016620;FAULDAUNO;;21/08/2000;01/08/2005;;
131390007;25000006298;FAULDCARBO;;30/03/2000;01/02/2009;;
100330133;25351191565;FAULDCARBO;;20/11/2006;01/02/2029;;
131390001;25000009752;FAULDCISPLA;;02/04/1998;01/04/2008;;
100330140;25351195127;FAULDCISPLA;;22/01/2007;01/04/2028;;
131390012;25000009746;FAULDCITA;;06/04/2001;01/12/2009;;
100330138;25351193462;FAULDCITA;;08/01/2007;01/12/2029;;
131390020;25351003868;FAULDESFER;;21/03/2001;01/03/2006;;
131390009;25000016617;FAULDFLUOR;;23/03/2001;01/06/2009;;
100330139;25351191592;FAULDFLUOR;;22/01/2007;01/06/2029;;
131390010;25000009754;FAULDLEUCO;;23/03/2001;01/06/2009;;
100330142;25351191642;FAULDLEUCO;;12/02/2007;01/06/2029;;
131390002;25000009756;FAULDMETRO;;07/08/1998;01/08/2008;;
100330137;25351191618;FAULDMETRO;;02/01/2007;01/08/2028;;
131390011;25000022771;FAULDMITO;;20/12/1999;01/12/2004;;
131390005;25000006299;FAULDOXO;;07/08/1998;01/08/2008;;
100330134;25351192210;FAULDOXO;;20/11/2006;01/08/2028;;
131390021;25351003867;FAULDPAMI;;30/03/2001;01/03/2011;;
100330141;25351191782;FAULDPAMI;;29/01/2007;01/03/2026;;
131390003;25000016618;FAULDPENTA;;07/08/1998;01/08/2008;;
131390006;25000006300;FAULDVANCO;;23/12/1998;01/12/2003;;
131390013;25000009748;FAULDVINCRI;;12/07/2000;01/07/2010;;
100330135;25351192273;FAULDVINCRI;;20/11/2006;01/07/2025;;
100681021;25351294243;FAXIMIN;;27/06/2005;01/06/2010;;
100470411;25351117122;FAXIMIN;;11/06/2007;01/06/2020;;
105830984;25351735543;FAXXA;;16/11/2020;01/11/2030;;
114020049;25351471856;FAZOLIX;;07/05/2007;01/05/2012;;
102700094;25000023661;FAZOLON;;24/06/1998;01/06/2013;;
189000019;25351382362;FAZOLON;;26/09/2011;01/06/2013;;
116370093;25351330313;FAZOLON;;05/08/2013;01/06/2028;;
127020021;25000013074;FDC - VIT B12;;31/01/2000;01/02/2025;;
127020007;25000021931;FDC -ESTRESS 500 +;;28/01/2000;01/02/2010;;
127020037;25351016153;FDC BETACAROTENO 15 MG;;11/08/2008;01/08/2018;;
127020024;25000007070;FDC VITAMIN C FILM COATED;;31/01/2000;01/02/2020;;
127020030;25000016399;FDC VITAMIN E 400 UI;;15/06/2000;01/06/2010;;
127020022;25000007069;FDC-VIT COM ROSE HIPS;;31/01/2000;01/02/2005;;
127020025;25000007100;FDC-VITAMINA E-D -ALPHA;;31/01/2000;01/02/2015;;
179250001;25351407032;FDG;;31/12/2018;01/12/2028;;
116540034;25351161371;FEBIOTEC;;08/08/2002;01/08/2007;;
103670114;25000035965;FEBRALGIN;;01/07/1999;01/07/2009;;
105350197;25351144196;FEBRIDOR;;31/07/2017;01/07/2027;;
113430010;25001000671;FEBRILON;;15/08/2001;01/09/2007;;
101810599;25351353265;FEBSEN;;26/07/2010;01/07/2015;;
183260073;25351680593;FEBSEN;;27/04/2015;01/07/2020;;
102350920;25351464994;FEBUPEN;;12/01/2009;01/01/2029;;
106830165;25351441063;FEIBA;;26/09/2006;01/09/2021;;
156280003;25351061976;FEIBA;;03/04/2017;01/09/2021;;
169790016;25351735860;FEIBA;;26/02/2018;01/09/2026;;
106390298;25351779291;FEIBA;;28/09/2020;01/09/2026;;
101850007;25001010677;FEIBA IMMUNO;;08/10/1997;01/08/2008;;
154230004;25351222097;FELDANAX;;23/01/2003;01/01/2028;;
102160013;25991012340;FELDENE;;04/12/1997;01/10/2019;;
121100386;25351099825;FELDENE;;03/07/2017;01/10/2029;;
102690052;25001006883;FELDEXICAM;;24/05/1989;01/05/2004;;
106550022;25001009003;FELDOX;;19/08/1991;01/02/2009;;
103920112;25000015648;FELDRAN;;29/12/2000;01/12/2010;;
100470337;25351018547;FELIS;;03/09/2001;01/09/2011;;
146820054;25351210911;FELISSA;;02/05/2017;01/05/2027;;
100470285;25351023097;FELODIL;;07/02/2001;01/02/2011;;
105500113;25000000525;FELODIPINA;;19/05/1998;01/05/2003;;
103940460;25000032595;FELODIPINA;;21/09/1998;01/09/2003;;
104650251;25000021207;FELODIPINA;;05/04/2000;01/03/2005;;
103940462;25000006464;FELODIPINA + MALEATO DE ENALAPRIL;;25/03/1999;01/03/2004;;
100470396;25351193439;FELODIPINO;;05/09/2003;01/09/2008;;
102350915;25351394434;FELPIRAN;;01/12/2008;01/12/2013;;
100380090;25351040703;FELROXIDENE;;21/09/2004;01/09/2009;;
100890221;25000033576;FEM 7;;30/06/2000;01/02/2013;;
100890329;25351024721;FEM 7 COMBI;;06/02/2006;01/02/2011;;
100680100;25000037180;FEMARA;;28/12/2001;01/04/2028;;
100200081;25000023560;FEMIANE;;02/01/2002;01/08/2011;;
170560060;25351090406;FEMIANE;;13/12/2010;01/08/2026;;
100890380;25351086875;FEMIBION;;15/09/2014;01/09/2019;;
106460123;25000002097;FEMIGESTROL;;12/01/1998;01/01/2028;;
105730217;25000019678;FEMINA;;03/07/1995;01/07/2025;;
105730763;25351723203;FEMINA;;29/03/2021;01/05/2030;;
105730512;25351200114;FEMINIQUE 20;;10/07/2017;01/07/2027;;
105730509;25351200142;FEMINIQUE 30;;08/05/2017;01/05/2027;;
118610095;25351002605;FEMINVIT;;20/04/2001;01/04/2016;;
127580029;25351173865;FEMITEX;;10/10/2002;01/10/2007;;
105730246;25000007922;FEMME;;19/12/2000;01/03/2028;;
105730249;25000008715;FEMME COM FLÚOR;;02/04/1998;01/04/2028;;
105730372;25351374617;FEMME CÁLCIO;;13/08/2007;01/12/2012;;
105730397;25351407562;FEMME FOLICO;;11/04/2011;01/04/2026;;
102351314;25351720415;FEMMESIL;;30/09/2019;01/09/2029;;
109740139;25351018475;FEMODIOL;;19/10/2001;01/10/2011;;
100820155;25351003634;FEMOSTON;;10/10/2002;01/10/2012;;
105530349;25351256754;FEMOSTON;;12/09/2011;01/10/2027;;
121170073;25992001484;FEMOVITAL;;09/12/1993;01/02/2005;;
105730323;25351095519;FEMOVITAL;;30/07/2004;01/02/2005;;
109740076;25000003301;FEMULEN;;20/06/1996;01/06/2011;;
103850101;25351786473;FEMURID;;01/10/2012;01/10/2017;;
155840502;25351784685;FEMYNAZOL;;11/04/2016;01/04/2026;;
100431309;25351415079;FEN;;29/06/2020;01/06/2030;;
104920132;25000020992;FENAC;;19/06/1998;01/06/2008;;
110330044;25000005280;FENACLAN;;05/05/2003;01/06/2008;;
100230223;25000027592;FENACON;;15/12/1997;01/12/2002;;
117720013;25000021906;FENADICOL;;28/01/2000;01/02/2005;;
103700080;25001004929;FENAFLAN;;06/07/2001;01/08/2026;;
103700651;25351110424;FENAFLAN;;21/09/2015;01/09/2025;;
141070009;25000032756;FENAFLEX - ODC;;17/07/2000;01/07/2025;;
101310087;25351225018;FENALGIN;;12/03/2003;01/03/2008;;
122050014;25000018682;FENAMIC;;20/06/1996;01/06/2001;;
104970120;25000002079;FENAREN;;29/07/1988;01/07/2028;;
105710114;25000032556;FENATEC;;15/09/2000;01/12/2017;;
104650267;25000015242;FENATIL;;09/06/2000;01/06/2015;;
172870175;25351244890;FENATIL;;10/01/2011;01/06/2015;;
155840268;25351538505;FENATIL;;13/02/2012;01/06/2015;;
143810216;25351749124;FENAXXE;;01/10/2018;01/10/2028;;
122140099;25351274473;FENAZIC;;17/10/2016;01/10/2026;;
105760103;25991008495;FENAZONA + ASSOCIAÇÕES;;13/11/2002;01/10/2004;;
104810043;25001008974;FENAZOPIRIDINA + NITROXOLINA;;13/12/1996;01/12/2001;;
126750322;25351717641;FENBIP;;30/07/2018;01/07/2028;;
105500154;25000030680;FENDICAL;;21/02/2003;01/02/2028;;
154710005;25351289668;FENDROP;;12/11/2007;01/11/2012;;
146820019;25351760838;FENDROP;;28/02/2011;01/11/2022;;
113430109;25000031959;FENELOM;;24/10/2003;01/10/2008;;
113000319;25992009259;FENERGAN;;04/06/2001;01/08/2021;;
183260358;25351189515;FENERGAN;;24/06/2019;01/08/2026;;
113000321;25351004555;FENERGAN EXPECTORANTE;;31/01/2003;01/08/2021;;
183260365;25351382200;FENERGAN EXPECTORANTE;;15/07/2019;01/08/2026;;
104810054;25001017273;FENICLORAN;;06/02/1997;01/02/2002;;
101470061;25001021387;FENIDEX;;11/03/1996;01/03/2015;;
104650188;25000035275;FENILBUTASONA CALCICA;;19/06/1997;01/06/2002;;
108580190;25000004344;FENILBUTAZONA;;22/09/1999;01/09/2004;;
103700394;25001006813;FENILBUTAZONA;;22/01/2003;01/08/2006;;
104040166;25991003058;FENILBUTAZONA + PREDNISOLONA;;04/04/2002;01/04/2007;;
104650031;25000007081;FENILBUTAZONA ACIDA + PARACETAMOL;;20/12/2002;01/08/2004;;
102980169;25001003884;FENILEFRIN;;17/10/1996;01/10/2026;;
155840541;25351379391;FENILMED;;03/04/2017;01/04/2027;;
118190083;25351312724;FENIRAX;;01/03/2010;01/03/2015;;
118190188;25351725447;FENIRAX;;28/01/2019;01/01/2024;;
118190189;25351725452;FENIRAX;;28/01/2019;01/01/2024;;
118190194;25351101428;FENIRAX;;10/06/2019;01/06/2029;;
100680976;25351026057;FENISTIL;;16/08/2004;01/08/2009;;
102980015;25992015261;FENITAL;;16/04/2001;01/12/2028;;
102980453;25351683800;FENITAL ORAL;;24/04/2017;01/04/2027;;
105830177;25992008660;FENITOINA;;20/12/1996;01/09/2001;;
102980446;25351807813;FENITOINA SODICA;;16/01/2017;01/01/2027;;
103700182;25000030928;FENITON;;11/03/1997;01/03/2012;;
113430193;25351002460;FENITOÍNA;;30/01/2017;01/01/2027;;
113001016;25351095198;FENITOÍNA (Port. 344/98 - L. C1);;08/10/2007;01/10/2017;;
104971329;25351446240;FENITOÍNA SÓDICA;;08/05/2006;01/05/2021;;
103700507;25351138373;FENITOÍNA SÓDICA;;30/07/2007;01/07/2027;;
156510065;25351204889;FENLOC;;22/05/2017;01/05/2027;;
105430100;25000015719;FENOBARBITAL;;26/11/1996;01/11/2001;;
106460104;25000040867;FENOBARBITAL;;17/03/1997;01/03/2002;;
108580149;25000034908;FENOBARBITAL;;25/07/1997;01/07/2002;;
112090096;25000028128;FENOBARBITAL;;15/05/1998;01/05/2003;;
103700640;25351004616;FENOBARBITAL;;17/08/2015;01/08/2025;;
113430191;25351312710;FENOBARBITAL;;31/08/2015;01/08/2025;;
121900002;25023170009;FENOBARBITAL (PORT 344/98- LISTA B1);;12/03/1999;01/03/2004;;
104971330;25351006042;FENOBARBITAL (PORT. 344/98 LISTA B1);;24/03/2006;01/03/2026;;
102350040;25992015743;FENOBARBITOL;;06/08/1999;01/03/2000;;
167730337;25351394329;FENOBRATY;;30/05/2011;01/05/2026;;
102980332;25992015270;FENOCRIS;;11/05/1993;01/05/2008;;
102980016;25992015475;FENOCRIS;;13/01/1997;01/10/2028;;
101470145;25000031337;FENOFIBRAATO MICRONIZADO;;08/04/1998;01/04/2003;;
109860021;25000020623;FENOFIBRATO;;13/01/2000;01/01/2005;;
146680047;25351039624;FENOFIBRATO;;04/07/2002;01/07/2007;;
110390176;25351175921;FENOFIBRATO;;20/06/2014;01/06/2029;;
104810161;25351043009;FENOFIBRATO;;28/09/2020;01/09/2030;;
103700228;25000028246;FENOLFTALEINA;;04/09/1997;01/09/2002;;
118610057;25000026073;FENOPROFENO CALCICO;;18/09/1997;01/09/2002;;
121100325;25351128299;FENOPROM;;17/08/2015;01/08/2020;;
105830784;25351148599;FENOSUPREX;;16/05/2016;01/05/2026;;
102350390;25000027209;FENOTEROL (BROMIDRATO);;17/03/1997;01/03/2002;;
103940187;25001001945;FENOTEROL + IBUPROFENO;;08/03/1995;01/05/2005;;
104400096;25000006649;FENOTIL;;13/07/1998;01/07/2003;;
124510015;25000045325;FENOTOM;;31/05/2000;01/05/2005;;
100470238;25000009608;FENOXAZOLINA;;23/12/1996;01/12/2001;;
109060067;25000021941;FENOXAZOLINA;;29/09/1999;01/09/2004;;
109220037;25992010643;FENOXAZOLINA;;21/01/2002;01/11/2005;;
102980085;25001004612;FENOXIMETILPENICILINA;;28/11/2000;01/02/2004;;
104970215;25000009179;FENOXIMETILPENICILINA POTASSICA;;16/04/1996;01/04/2006;;
100430752;25351019555;FENOXIMETILPENICILINA POTASSICA;;15/08/2001;01/08/2006;;
100430753;25351019554;FENOXIMETILPENICILINA POTASSICA;;20/08/2001;01/08/2006;;
103700453;25351016192;FENOXIMETILPENICILINA POTASSICA;;30/03/2004;01/03/2029;;
102350475;25351019077;FENOXIMETILPENICÍLINA POTÁSSICA;;26/09/2000;01/09/2015;;
105830137;25001009669;FENOXIMETILPERNICILINA POTASSICA;;06/03/2002;01/11/2007;;
100840152;25000024440;FENOZAN;;23/09/1996;01/09/2006;;
105530186;25000003500;FENTABBOTT;;11/01/1990;01/01/2005;;
167730022;25351072830;FENTALIX;;05/05/2008;01/05/2013;;
104650117;25000018407;FENTANEO;;28/03/1996;01/03/2006;;
102980081;25001005695;FENTANEST;;24/10/1988;01/10/2028;;
155620060;25351694549;FENTANIL;;28/09/2020;01/09/2025;;
105830600;25351074516;FENTANOLAX;;05/05/2008;01/05/2013;;
109740080;25000013290;FENTEROL;;03/09/1996;01/09/2006;;
103700702;25351587941;FENTEUDINI;;24/04/2017;01/04/2027;;
194270012;25351391031;FENTICREM;;17/08/2015;01/08/2020;;
167730152;25351298270;FENTIGYN;;18/10/2010;01/10/2015;;
118610287;25351473296;FENTINAX;;17/04/2017;01/04/2022;;
114620008;25351350005;FENTINAX;;17/09/2018;01/04/2027;;
121170107;25000026807;FENTIZOL;;03/06/1998;01/06/2008;;
105730327;25351067153;FENTIZOL;;26/07/2004;01/06/2028;;
102980241;25000021961;FENTOMAX;;20/12/1999;01/12/2004;;
103670087;25992011863;FEPRAZONA;;11/03/1997;01/08/2001;;
115600129;25351162716;FERANE 35;;07/11/2002;01/11/2012;;
177940007;25351495701;FERANE 35;;16/11/2010;01/11/2027;;
115600222;25351143985;FERANE 35;;06/07/2020;01/11/2027;;
104970268;25000016098;FERID;;19/06/1997;01/06/2027;;
106390262;25351770404;FERINJECT;;29/10/2012;01/10/2027;;
108970042;25351016844;FEROXENE;;25/06/2003;01/06/2013;;
156200009;25351822806;FEROXENE;;03/05/2010;01/06/2013;;
118610254;25351133230;FERRINI;;05/06/2006;01/06/2021;;
114620018;25351608500;FERRINI;;31/12/2018;01/06/2026;;
118610126;25351207372;FERRINI FÓLICO;;26/02/2003;01/02/2023;;
114620017;25351608607;FERRINI FÓLICO;;31/12/2018;01/02/2028;;
100580101;25351027872;FERRIPROX;;22/07/2002;01/07/2027;;
105500125;25000035778;FERRIPUR;;15/07/1999;01/07/2009;;
103920059;25000015646;FERRISON;;01/06/2000;01/05/2005;;
109740275;25351224136;FERRO;;25/03/2019;01/03/2029;;
100430068;25000002068;FERRO PROTEINA SUCCINILATO;;24/01/1995;01/08/2005;;
100430643;25000016179;FERRO PROTEINSUCCINILATO + FOLINATO DE CALCIO;;03/08/1998;01/08/2003;;
100430702;25000026376;FERRO QUELATO GLICINATO;;21/03/2000;01/02/2005;;
109740141;25000019373;FERROCROSS;;23/10/2001;01/10/2011;;
118600088;25351058852;FERROKIDS;;11/08/2008;01/08/2018;;
102270008;25016001864;FERROMAX;;12/03/1999;01/03/2004;;
105190023;25001008508;FERROMIL;;07/06/2001;01/09/2003;;
103700247;25000030935;FERRONIL;;20/11/1997;01/11/2017;;
101910286;25000020053;FERRONIL;;07/06/2001;01/06/2006;;
143810025;25992002593;FERROPLEX;;01/11/1999;01/07/2002;;
116370138;25351786033;FERROPURUM;;27/06/2016;01/06/2026;;
107140098;25001000888;FERROTOTAL;;25/04/2001;01/02/2009;;
101810224;25992006503;FERROTRAT;;24/04/1996;01/07/2016;;
183260008;25351664143;FERROTRAT;;06/04/2015;01/07/2016;;
105350117;25000004125;FERROTRIX;;24/08/2001;01/08/2006;;
102700040;25001010229;FERROTRON;;23/04/2001;01/08/2003;;
113430039;25001000559;FERSIL;;10/09/1990;01/09/2025;;
115600140;25351004176;FERTNON;;23/01/2003;01/01/2013;;
177940004;25351494129;FERTNON;;16/11/2010;01/01/2028;;
115600221;25351143973;FERTNON;;06/07/2020;01/01/2028;;
188710008;25351846573;FERTRYX;;11/05/2020;01/05/2030;;
106890103;25000024367;FERVEX;;02/10/1998;01/10/2028;;
126750309;25351143092;FERVITIN;;26/02/2018;01/02/2028;;
100680938;25351018144;FESTONE;;15/09/2003;01/09/2008;;
100470414;25351117090;FESTONE;;25/06/2007;01/09/2018;;
105040025;25000001294;FETAFLEN;;22/06/1999;01/06/2009;;
105040029;25000020511;FETAFLEN GEL;;12/07/1999;01/07/2004;;
101470187;25351804975;FETZIM;;13/05/2019;01/05/2029;;
105500174;25351042380;FEXO D;;25/08/2004;01/08/2009;;
105500134;25000030679;FEXODANE;;05/12/2000;01/12/2005;;
100470425;25351506328;FEXOLERG;;20/08/2007;01/08/2012;;
103700620;25351554816;FEXOLIV;;04/05/2015;01/05/2020;;
104810147;25351354302;FEXX;;18/02/2019;01/02/2029;;
115600126;25351004172;FEZIDINE;;28/10/2002;01/10/2007;;
102350994;25351578916;FIBIRAX   PLANT;;12/07/2010;01/07/2025;;
118600047;25351021016;FIBRACARE;;10/12/2003;01/12/2013;;
152130028;25351194505;FIBRAGEN;;26/02/2003;01/02/2008;;
102160094;25351168533;FIBRASE;;19/09/2002;01/09/2017;;
115600060;25000004640;FIBRASINA;;25/05/2000;01/06/2005;;
105830778;25351102469;FIBRATA;;05/05/2014;01/05/2019;;
113001138;25351219978;FIBRAY;;14/01/2013;01/01/2018;;
135690572;25351595239;FIBREMS;;05/07/2010;01/07/2025;;
102980017;25991009167;FIBRINASE COM CLORANFENICOL;;31/10/2001;01/07/2026;;
116540011;25351030537;FIBRINOLISINA + ASSOCIACOES;;11/03/2002;01/03/2012;;
103700258;25000006058;FIBRINOLISINA + DESOXIRRIBONUCLEASE + CLORANFENICOL;;16/04/1999;01/04/2004;;
109680043;25000015238;FIBRINOLISINA + DESOXIRRIBONUCLEASE + CLORANFENICOL;;09/08/1999;01/08/2004;;
105730090;25992017494;FIBRINOLISINA + DESOXIRRIBONUCLEASE+ CLORANFENICOL;;15/12/2000;01/02/2003;;
101510104;25000000658;FIBROGAMMIN P;;11/07/2000;01/12/2025;;
123970030;25351057555;FIBROX ORIENT;;27/06/2005;01/06/2015;;
139710018;25351739839;FIBRYGA;;26/02/2020;01/02/2030;;
106460014;25991003187;FIDEÍNE;;03/06/1980;01/12/2014;;
122830091;25001013782;FIGADOBIL;;08/05/2000;01/03/2008;;
115700035;25000016669;FIGALINA;;21/02/2003;01/04/2012;;
106570012;25351037363;FIGAREX;;25/11/2002;01/11/2007;;
106570017;25351249372;FIGAREX;;01/12/2008;01/11/2013;;
100660019;25992007245;FIGATIL;;27/12/2000;01/10/2027;;
135310011;25351005050;FIGATOSAN;;07/08/2002;01/08/2007;;
135310027;25351058516;FIGATOSAN;;27/08/2007;01/08/2027;;
155840546;25351300041;FIGLON;;17/07/2017;01/07/2027;;
155370095;25351544423;FIL;;19/04/2021;01/04/2031;;
112130176;25000022566;FILGRASTIM;;25/07/2002;01/01/2021;;
105730537;25351693810;FILGRASTIM;;24/12/2018;01/01/2026;;
116370058;25351193564;FILGRASTINE;;30/03/2005;01/03/2030;;
100430825;25000012365;FILINAR;;23/01/2003;01/01/2013;;
100431158;25351529648;FILINAR;;14/09/2015;01/09/2025;;
100431086;25351126001;FILINAR G;;10/06/2013;01/06/2028;;
135480044;25992013212;FILINASMA;;31/12/1998;01/08/2001;;
104971203;25351008790;FILINASMA;;15/10/2001;01/10/2006;;
101470059;25001002732;FILMCEL;;21/10/2002;01/10/2028;;
105760104;25991010027;FIMATOSAN;;13/11/2002;01/12/2009;;
105760125;25351777519;FIMATOSAN MGS;;09/04/2012;01/04/2017;;
108580024;25001004077;FIMGRIPE;;19/08/1982;01/08/2002;;
125210014;25992003588;FIMODEX;;22/09/1999;01/09/2002;;
109170087;25351382957;FINAGRIPE;;02/08/2010;01/08/2015;;
100330083;25000031991;FINALOP;;25/03/1998;01/03/2018;;
100330174;25351416028;FINALOP;;20/05/2013;01/05/2028;;
146820010;25351027801;FINAPÉCIA;;13/11/2002;01/11/2012;;
103700252;25000021530;FINARID;;24/06/1998;01/06/2003;;
103700543;25351295422;FINARID;;16/08/2010;01/08/2020;;
103700652;25351776792;FINARID;;21/09/2015;01/09/2025;;
100470287;25351023112;FINASCAR;;07/02/2001;01/02/2006;;
104650150;25000029378;FINASTEC;;25/09/1996;01/09/2011;;
172870422;25351275047;FINASTEC;;11/04/2011;01/09/2016;;
155840355;25351565748;FINASTEC;;14/05/2012;01/09/2016;;
155840495;25351858238;FINASTEC;;21/03/2016;;;
118620013;25000024039;FINASTERIDA;;18/07/1996;01/07/2001;;
100630158;25000032869;FINASTERIDA;;06/02/1997;01/02/2002;;
135480099;25000033378;FINASTERIDA;;05/03/1999;01/12/2001;;
110650204;25000013045;FINASTERIDA;;05/04/1999;01/04/2004;;
112130212;25000000965;FINASTERIDA;;20/10/1999;01/10/2004;;
123520054;25000009866;FINASTERIDA;;08/11/2000;01/11/2005;;
120190104;25000014061;FINASTERIDA;;09/02/2001;01/02/2011;;
122140004;25000014425;FINASTERIDA;;30/03/2001;01/03/2006;;
141070033;25351027695;FINASTERIDA;;31/05/2001;01/05/2006;;
100890274;25351030495;FINASTERIDA;;08/06/2001;01/06/2006;;
102350635;25351008079;FINASTERIDA;;16/09/2003;01/09/2028;;
102350636;25351008443;FINASTERIDA;;16/09/2003;01/09/2028;;
105830296;25351010617;FINASTERIDA;;16/09/2003;01/09/2013;;
105830297;25351010618;FINASTERIDA;;16/09/2003;01/09/2013;;
112130341;25351053965;FINASTERIDA;;15/07/2004;01/07/2019;;
101810465;25351050577;FINASTERIDA;;30/07/2004;01/07/2019;;
101810448;25351021305;FINASTERIDA;;19/10/2004;01/10/2019;;
112130353;25351053952;FINASTERIDA;;26/01/2005;;;
135690311;25351195661;FINASTERIDA;;24/03/2006;01/03/2011;;
135690316;25351197133;FINASTERIDA;;24/03/2006;01/03/2011;;
126750075;25351351084;FINASTERIDA;;22/05/2006;01/05/2026;;
126750076;25351351872;FINASTERIDA;;26/06/2006;01/06/2021;;
100681048;25351174264;FINASTERIDA;;04/12/2006;01/12/2011;;
100681054;25351173712;FINASTERIDA;;02/07/2007;01/07/2012;;
100470437;25351344461;FINASTERIDA;;05/11/2007;01/07/2022;;
151670030;25351267433;FINASTERIDA;;19/05/2008;01/05/2028;;
103700541;25351285447;FINASTERIDA;;05/07/2010;01/07/2025;;
167730277;25351671315;FINASTERIDA;;14/02/2011;01/03/2021;;
167730290;25351671656;FINASTERIDA;;14/02/2011;01/03/2021;;
172870408;25351376281;FINASTERIDA;;16/05/2011;01/05/2016;;
