NUMERO_REGISTRO_PRODUTO;IDENTIFICADOR_DO_ITEM;NOME_PRODUTO;TIPO_PRODUTO;CATEGORIA_REGULATORIA;CLASSE_TERAPEUTICA
102690053;25001006289;ORALDRAX;MEDICAMENTO;ESPECÍFICO;REIDRATANTES ORAIS
102860011;25000009006;ORALMAXI;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS
100490099;25351041487;ORALMAXI;MEDICAMENTO;;ANTINFLAMATORIOS
109740154;25351018474;ORALPRED;MEDICAMENTO;SIMILAR;GLICOCORTICOIDES SISTEMICOS
103850108;25351362202;ORALSEPT;MEDICAMENTO;SIMILAR;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
109740285;25351122984;ORALZ;MEDICAMENTO;ESPECÍFICO;OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA
112360006;25992008531;ORAP;MEDICAMENTO;NOVO;NEUROLEPTICOS
154230318;25351402035;ORBIFLOX;MEDICAMENTO;SIMILAR;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
122830052;25992005397;ORBIZOL;MEDICAMENTO;SIMILAR;DESCONGESTIONATES OFTALMICOS
113000253;25000003841;ORELOX;MEDICAMENTO;NOVO;ANTIBIOTICOS SISTEMICOS SIMPLES
101160154;25000039274;ORFENADRINA + DIPIRONA + CAFEINA;MEDICAMENTO;SIMILAR;ANALGESICOS NAO NARCOTICOS
101710097;25351019070;ORGALUTRAN;MEDICAMENTO;NOVO;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
100290212;25351362093;ORGALUTRAN;MEDICAMENTO;NOVO;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
104440053;25991006003;ORGANONEURO CEREBRAL;MEDICAMENTO;ESPECÍFICO;POLIVITAMINICOS COM MINERAIS
104440054;25991014862;ORGANONEURO ÓPTICO;MEDICAMENTO;ESPECÍFICO;POLIVITAMINICOS SEM MINERAIS
104440114;25351138613;ORGANONEURO ÓPTICO;MEDICAMENTO;ESPECÍFICO;POLIVITAMINICOS SEM MINERAIS
101710091;25351028941;ORGAPLEX;MEDICAMENTO;SIMILAR;POLIVITAMINICOS SEM MINERAIS
100680019;25001000302;ORIMETEN;MEDICAMENTO;SIMILAR;ANTINEOPLASICO
138230004;25351565507;ORKAMBI;MEDICAMENTO;NOVO;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
100230233;25000019052;ORLAWAX;MEDICAMENTO;SIMILAR;REMOVEDORES DE SECRECAO DO CONDUTO AUDITIVO EXTERNO
155370049;25351316989;ORLAX;MEDICAMENTO;SIMILAR;ORLISTATE
100230232;25000000919;ORLAXYL;MEDICAMENTO;SIMILAR;DESCONGESTIONANTES NASAIS TOPICOS
126750138;25351351709;ORLIBESI;MEDICAMENTO;SIMILAR;MODULADORES DO METABOLISMO E DA DIGESTAO
126750256;25351405494;ORLIBESI;MEDICAMENTO;SIMILAR;ORLISTATE
135690649;25351618832;ORLIPID;MEDICAMENTO;SIMILAR;MODULADORES DO METABOLISMO E DA DIGESTAO
135690707;25351405203;ORLIPID;MEDICAMENTO;SIMILAR;ORLISTATE
102351042;25351546815;ORLISTATE;MEDICAMENTO;GENÉRICO;ORLISTATE
105830741;25351574427;ORLISTATE;MEDICAMENTO;GENÉRICO;MODULADORES DO METABOLISMO E DA DIGESTAO
167730355;25351574306;ORLISTATE;MEDICAMENTO;GENÉRICO;MODULADORES DO METABOLISMO E DA DIGESTAO
126750163;25351324329;ORLISTATE;MEDICAMENTO;GENÉRICO;MODULADORES DO METABOLISMO E DA DIGESTAO
155840388;25351199506;ORLISTATE;MEDICAMENTO;GENÉRICO;MODULADORES DO METABOLISMO E DA DIGESTAO
155370045;25351103413;ORLISTATE;MEDICAMENTO;GENÉRICO;ORLISTATE
125680258;25351324511;ORLISTATE;MEDICAMENTO;GENÉRICO;ORLISTATE
105730748;25351546106;ORLISTATE;MEDICAMENTO;GENÉRICO;ORLISTATE
100431315;25351447889;ORLISTATE;MEDICAMENTO;GENÉRICO;ORLISTATE
101710028;25992004412;ORMIGREIN;MEDICAMENTO;NOVO;ANALGESICOS CONTRA ENXAQUECA
178170879;25351466564;ORNARE;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS
101460034;25991010543;ORNITARGIN;MEDICAMENTO;ESPECÍFICO;VITAMINAS E SUPLEMENTOS MINERAIS
100430612;25000024546;OROMUNIL;MEDICAMENTO;SIMILAR;IMUNOMODULADOR
104290164;25351117634;OROSPREVENT;MEDICAMENTO;NOVO;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
170560030;25351212241;OROSPREVENT;MEDICAMENTO;;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
104290177;25351147060;OROSTAN;MEDICAMENTO;NOVO;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
170560027;25351210321;OROSTAN;MEDICAMENTO;;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
120330027;25000007500;OROXADIN;MEDICAMENTO;NOVO;ANTILIPEMICOS
113001027;25351425835;OROXADIN;MEDICAMENTO;NOVO;ANTILIPEMICOS
183260419;25351627496;OROXADIN;MEDICAMENTO;NOVO;ANTILIPEMICOS
101870228;25001000005;ORTHOCLONE OKT3;MEDICAMENTO;BIOLÓGICO;IMUNOGLOBULINAS
101810277;25000015245;ORTOFLAN;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS
105830686;25351219641;ORTOSAMIN;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
126750135;25351800189;ORTOSAMIN;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
100470582;25351763152;OSADROX;MEDICAMENTO;SIMILAR;CEFALOSPORINAS
100470585;25351773282;OSADROX;MEDICAMENTO;SIMILAR;CEFALOSPORINAS
113001157;25351674272;OSAVER;MEDICAMENTO;SIMILAR;ANTI-HIPERTENSIVOS
126750389;25351763151;OSBANT;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
113000312;25351022716;OSCAL  D;MEDICAMENTO;SIMILAR;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
113000257;25000032780;OSCAL 500;MEDICAMENTO;SIMILAR;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
183260364;25351189935;OSCAL 500;MEDICAMENTO;ESPECÍFICO;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
113000981;25351162172;OSCAL D;MEDICAMENTO;ESPECÍFICO;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
183260329;25351190176;OSCAL D;MEDICAMENTO;ESPECÍFICO;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
169160001;25351277431;OSCILLOCOCCINUM;MEDICAMENTO;DINAMIZADO;PRODUTOS HOMEOPATICOS
102690066;25991011023;OSCÁLCIO COLOIDAL;MEDICAMENTO;ESPECÍFICO;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
182610008;25351899759;OSELFLU;MEDICAMENTO;SIMILAR;ANTIVIRÓTICOS
135690521;25351550044;OSKIN;MEDICAMENTO;SIMILAR;DESMELANIZANTES
100470577;25351598494;OSLIF;MEDICAMENTO;SIMILAR;BRONCODILATADORES
120190105;25000014057;OSSEOPOR;MEDICAMENTO;SIMILAR;VITAMINAS E SUPLEMENTOS MINERAIS
121170122;25000009882;OSSIX;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
150820030;25351047775;OSSIX;MEDICAMENTO;;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
105830005;25000023611;OSSOFLEX;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
119240123;25000016705;OSSOFLUOR;MEDICAMENTO;SIMILAR;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
105350095;25000031076;OSSOMAX;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
121170037;25992005278;OSSOPAN;MEDICAMENTO;ESPECÍFICO;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
105730337;25351173541;OSSOPAN;MEDICAMENTO;;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
101620245;25351620734;OSSOPAN;MEDICAMENTO;ESPECÍFICO;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
104400121;25351011215;OSSOTRAT - D;MEDICAMENTO;ESPECÍFICO;VITAMINAS E SUPLEMENTOS MINERAIS
101000557;25000017710;OSTAC;MEDICAMENTO;NOVO;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
155890005;25351620235;OSTELOX;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
105730782;25351639095;OSTELOX;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
101550195;25000009810;OSTENAN;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
105730422;25351330832;OSTEOBAN;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
105830674;25351155343;OSTEOBLOCK;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
126750154;25351807398;OSTEOBLOCK;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
105830922;25351674985;OSTEOBLOCK;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
135170031;25351558235;OSTEODUO;MEDICAMENTO;ESPECÍFICO;VITAMINAS E SUPLEMENTOS MINERAIS
135170029;25351347496;OSTEODUO FOS;MEDICAMENTO;ESPECÍFICO;VITAMINAS E SUPLEMENTOS MINERAIS
103850092;25000020745;OSTEOFAR;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
103850111;25351571047;OSTEOFAR;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
101550213;25000020504;OSTEOFEN;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
138410029;25351445734;OSTEOFIX;MEDICAMENTO;ESPECÍFICO;VITAMINAS E SUPLEMENTOS MINERAIS
105830159;25000024690;OSTEOFORM;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
135690624;25351670173;OSTEOFORM;MEDICAMENTO;;SUPRESSORES DA REABSORCAO OSSEA
135690685;25351487806;OSTEOFORM;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
167730131;25351218718;OSTEOGLIC;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
101810522;25351187408;OSTEONUTRI;MEDICAMENTO;ESPECÍFICO;VITAMINAS E SUPLEMENTOS MINERAIS
183260036;25351696230;OSTEONUTRI;MEDICAMENTO;ESPECÍFICO;VITAMINAS E SUPLEMENTOS MINERAIS
100580075;25000016216;OSTEOPLUS;MEDICAMENTO;NOVO;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
144930036;25351025690;OSTEOPREVIX D;MEDICAMENTO;ESPECÍFICO;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
105730223;25000014505;OSTEORAL;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
122140084;25351173997;OSTEOTEC;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
112130184;25000022445;OSTEOTRAT;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
105730418;25351823545;OSTEOTRAT;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
115600128;25351162711;OSTEOX;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS
101180590;25351036396;OSTIFLEX;MEDICAMENTO;NOVO;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
100890224;25000030956;OSTRAM;MEDICAMENTO;NOVO;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO
103700603;25351206853;OSTRAZIL;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
137640028;25351008590;OSTRIOL;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
108580046;25992009400;OSVIT;MEDICAMENTO;SIMILAR;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
100330198;25351568758;OSYS;MEDICAMENTO;SIMILAR;AGENTE IMUNOSUPRESSOR
101430028;25992008319;OTICERIM;MEDICAMENTO;NOVO;REMOVEDORES DE SECRECAO DO CONDUTO AUDITIVO EXTERNO
102160236;25351675470;OTIUN;MEDICAMENTO;NOVO;ANALGESICOS NAO NARCOTICOS
121100353;25351097887;OTIUN;MEDICAMENTO;;ANALGESICOS NAO NARCOTICOS
101180021;25992027927;OTO - XILODASE;MEDICAMENTO;NOVO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
149160019;25000009712;OTO BETNOVATE;MEDICAMENTO;SIMILAR;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
103900162;25351074483;OTO BETNOVATE;MEDICAMENTO;NOVO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
101470067;25991012687;OTO-CER;MEDICAMENTO;SIMILAR;REMOVEDORES DE SECRECAO DO CONDUTO AUDITIVO EXTERNO
135690504;25351060253;OTOCAINE;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
103900142;25351015282;OTOCIRIAX;MEDICAMENTO;SIMILAR;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
102850015;25001002944;OTOCORT;MEDICAMENTO;SIMILAR;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
106550026;25991015507;OTODOL;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
100840159;25000026150;OTOFOXIN;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
167730138;25351104064;OTOGRAN;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
143810005;25992009896;OTOLÓIDE;MEDICAMENTO;SIMILAR;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
101810299;25992009990;OTOMICINA;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
183260022;25351661087;OTOMICINA;MEDICAMENTO;;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
102350157;25001001034;OTOMIXYN;MEDICAMENTO;SIMILAR;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
102351257;25351627513;OTOMIXYN;MEDICAMENTO;GENÉRICO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
109740185;25351219183;OTOQUINOFLOX;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
149160021;25992004259;OTOSPORIN;MEDICAMENTO;NOVO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
103900154;25351016356;OTOSPORIN;MEDICAMENTO;NOVO;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
154230165;25351513322;OTOSYLASE;MEDICAMENTO;SIMILAR;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
101000562;25351019825;OTOSYNALAR;MEDICAMENTO;SIMILAR;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
100680084;25992016233;OTRIVINA;MEDICAMENTO;NOVO;DESCONGESTIONANTES NASAIS TOPICOS
101070333;25351601497;OTRIVINA;MEDICAMENTO;NOVO;DESCONGESTIONANTES NASAIS TOPICOS
127580052;25351003808;OTTONON;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
105830108;25992010560;OTURGA;MEDICAMENTO;NOVO;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
104650051;25000002054;OUVIDONAL;MEDICAMENTO;SIMILAR;ANTINFECCIOSOS
172870208;25351275070;OUVIDONAL;MEDICAMENTO;;ANTINFECCIOSOS
155840250;25351541895;OUVIDONAL;MEDICAMENTO;;ANTINFECCIOSOS
105760033;25992005482;OUVIDOSAN;MEDICAMENTO;SIMILAR;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO
123890109;25351040518;OVANTA;MEDICAMENTO;SIMILAR;SUPRESSORES DA REABSORCAO OSSEA
123960002;25351004131;OVARELL;MEDICAMENTO;DINAMIZADO;PRODUTOS HOMEOPATICOS-COMPONENTE UNICO
137070022;25992005059;OVARIOFLORA;MEDICAMENTO;FITOTERÁPICO;FITOTERAPICO COMPOSTO
101710030;25992014871;OVESTRION;MEDICAMENTO;NOVO;ESTROGENOS SIMPLES
111240222;25351000403;OVIDREL;MEDICAMENTO;NOVO;HORMONIO GONADOTROFICO
100890376;25351372520;OVIDREL;MEDICAMENTO;;HORMONIO GONADOTROFICO
101710086;25000000925;OVORESTA;MEDICAMENTO;NOVO;ANTICONCEPCIONAIS
155370087;25351131896;OXA;MEDICAMENTO;SIMILAR;CITOSTATICOS ALQUILANTES
116370152;25351962907;OXA-PLATIN;MEDICAMENTO;SIMILAR;CITOSTATICOS ALQUILANTES
108580070;25991007120;OXACICLINA;MEDICAMENTO;SIMILAR;PENICILINAS PENICILINASE-RESISTENTES
100630077;25991009523;OXACIL;MEDICAMENTO;SIMILAR;PENICILINAS PENICILINASE-RESISTENTES
114020009;25000004365;OXACILIL;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
100410179;25351935821;OXACILIL;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
104970181;25000004347;OXACILINA;MEDICAMENTO;SIMILAR;PENICILINAS PENICILINASE-RESISTENTES
101310075;25000002982;OXACILINA SODICA;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
112830024;25000006793;OXACILINA SODICA;MEDICAMENTO;SIMILAR;PENICILINAS PENICILINASE-RESISTENTES
103700282;25351000740;OXACILINA SODICA;MEDICAMENTO;GENÉRICO;ANTIBIOTICOS SISTEMICOS SIMPLES
108580222;25351030920;OXACILINA SODICA;MEDICAMENTO;GENÉRICO;PENICILINAS PENICILINASE-RESISTENTES
100630178;25000020501;OXACILINA SODICA MONOHIDRATADA;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
100430713;25351005721;OXACILINA SÓDICA;MEDICAMENTO;GENÉRICO;PENICILINAS PENICILINASE-RESISTENTES
113430089;25000031965;OXACILINA SÓDICA;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
137640097;25351208979;OXACILINA SÓDICA;MEDICAMENTO;GENÉRICO;PENICILINAS PENICILINASE-RESISTENTES
151670017;25351304747;OXACILINA SÓDICA;MEDICAMENTO;GENÉRICO;PENICILINAS PENICILINASE-RESISTENTES
188300014;25351329846;OXACILINA SÓDICA;MEDICAMENTO;GENÉRICO;PENICILINAS PENICILINASE-RESISTENTES
105250045;25351879145;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105730408;25351801573;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
112130423;25351792827;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
102351063;25351706688;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
167730364;25351685182;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105830748;25351706902;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
146820029;25351552697;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
154230199;25351475057;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100431083;25351659685;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
154230206;25351298384;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
103700605;25351699227;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
101810645;25351358124;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
155840462;25351451354;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
183260138;25351677769;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100431186;25351022727;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
121100338;25351567052;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
100681148;25351674167;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
105730649;25351856275;OXALATO DE ESCITALOPRAM;MEDICAMENTO;GENÉRICO;ANTIDEPRESSIVOS
102980523;25351314298;OXALATO DE ESCITALOPRAM;MEDICAMENTO;SIMILAR;ANTIDEPRESSIVOS
100330149;25351180834;OXALIBBS;MEDICAMENTO;SIMILAR;CITOSTATICOS ALQUILANTES
123610076;25351807698;OXALIMEIZ;MEDICAMENTO;SIMILAR;CITOSTATICOS ALQUILANTES
186060001;25351339388;OXALIMEIZ;MEDICAMENTO;SIMILAR;CITOSTATICOS ALQUILANTES
100430822;25351211114;OXALIPLATINA;MEDICAMENTO;GENÉRICO;CITOSTATICOS ALQUILANTES
110130237;25351460921;OXALIPLATINA;MEDICAMENTO;GENÉRICO;CITOSTATICOS ALQUILANTES
155730023;25351427779;OXALIPLATINA;MEDICAMENTO;GENÉRICO;CITOSTATICOS ALQUILANTES
106460204;25351779139;OXALIPLATINA;MEDICAMENTO;GENÉRICO;CITOSTATICOS ALQUILANTES
116370135;25351009338;OXALIPLATINA;MEDICAMENTO;GENÉRICO;CITOSTATICOS ALQUILANTES
118360009;25000031502;OXAMIXIL;MEDICAMENTO;SIMILAR;ANTIPARASITARIOS
103900093;25000016944;OXAMNIQUINA;MEDICAMENTO;SIMILAR;ESQUISTOSSOMICIDAS
104650277;25000020909;OXAMNIQUINA;MEDICAMENTO;SIMILAR;ESQUISTOSSOMICIDAS
122050030;25000013270;OXANDRIN;MEDICAMENTO;SIMILAR;ANDROGENOS SIMPLES
102700119;25000001405;OXANON;MEDICAMENTO;SIMILAR;PENICILINAS PENICILINASE-RESISTENTES
189000031;25351382321;OXANON;MEDICAMENTO;;PENICILINAS PENICILINASE-RESISTENTES
116370111;25351325000;OXANON;MEDICAMENTO;SIMILAR;PENICILINAS PENICILINASE-RESISTENTES
109740068;25000002870;OXAPEN;MEDICAMENTO;SIMILAR;ANTIBIOTICOS SISTEMICOS SIMPLES
101180145;25000035682;OXAPROZINA;MEDICAMENTO;NOVO;ANTINFLAMATORIOS
104971213;25000018965;OXCARB;MEDICAMENTO;SIMILAR;ANTICONVULSIVANTES
100680978;25351074968;OXCARBAZEPINA;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
100470540;25351823493;OXCARBAZEPINA;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
183260062;25351664957;OXCARBAZEPINA;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
105250079;25351103446;OXCARBAZEPINA;MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
100681034;25351290815;OXCARBAZEPINA (PORT 344/98 LISTA C1);MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
101810511;25351036780;OXCARBAZEPINA (PORT 344/98 LISTA C1);MEDICAMENTO;GENÉRICO;ANTICONVULSIVANTES
112130016;25992004047;OXCORD;MEDICAMENTO;SIMILAR;ANTIANGINOSOS E VASODILATADORES
126030039;25000007229;OXERON;MEDICAMENTO;SIMILAR;ANTINEOPLASICO
110220001;25000019792;OXIAN;MEDICAMENTO;FITOTERÁPICO;FITOTERAPICO SIMPLES
167730130;25351124794;OXICOL;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
102160072;25351014486;OXIDO DE ZINCO;MEDICAMENTO;SIMILAR;EMOLIENTES E PROTETORES DA PELE E MUCOSAS
139490002;25000039749;OXIDO DE ZINCO;MEDICAMENTO;SIMILAR;VITAMINAS E SUPLEMENTOS MINERAIS
108860030;25351000203;OXIDO DE ZINCO + ASSOCIAÇÕES;MEDICAMENTO;SIMILAR;PROTECAO, APARENCIA E CICATRIZACAO DA PELE E MUCOSAS
123890114;25000010543;OXIDO DE ZINCO ASSOCIADO;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
120190044;25000007921;OXIDO DE ZINCO+PALMITATO DE RETINOL+COLICALCIFEROL+TRICLOSANO;MEDICAMENTO;SIMILAR;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
113980016;25000007635;OXIDRONATO DE SÓDIO;MEDICAMENTO;NOVO;PRODUTOS PARA DIAGNOSTICO POR IMAGEM
104040006;25991018432;OXIFENILBUTAZONA + PARACETAMOL;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS
103700360;25000038570;OXIFRIN;MEDICAMENTO;SIMILAR;DESCONGESTIONANTES NASAIS TOPICOS
112130042;25001005405;OXIGEN;MEDICAMENTO;SIMILAR;VASODILATADORES CEREBRAIS
100930211;25000018325;OXIMAX;MEDICAMENTO;NOVO;OUTROS MEDICAMENTOS ANTIASMATICOS
172870488;25351286516;OXIMAX;MEDICAMENTO;;OUTROS MEDICAMENTOS ANTIASMATICOS
178170788;25351268849;OXIMAX;MEDICAMENTO;NOVO;OUTROS MEDICAMENTOS ANTIASMATICOS
100470252;25000016811;OXIMETAZOLINA;MEDICAMENTO;SIMILAR;DESCONGESTIONANTES NASAIS TOPICOS
117250035;25351016335;OXINEST;MEDICAMENTO;SIMILAR;ANESTESICOS
102980479;25351650997;OXINEST;MEDICAMENTO;SIMILAR;ANESTESICOS
105750055;25351013169;OXIPELLE;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
119610022;25351449324;OXIPELLE;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
116180078;25000035820;OXIS TURBUHALER;MEDICAMENTO;NOVO;BRONCODILATADORES
100250113;25351000795;OXISTAT;MEDICAMENTO;SIMILAR;ANTIMICOTICOS PARA USO TOPICO
101070172;25351026832;OXISTAT;MEDICAMENTO;;ANTIMICOTICOS PARA USO TOPICO
108970041;25351021501;OXITEC;MEDICAMENTO;SIMILAR;ANTINFLAMATORIOS
156200008;25351821493;OXITEC;MEDICAMENTO;;ANTINFLAMATORIOS
