NUMERO_REGISTRO_PRODUTO;IDENTIFICADOR_DO_ITEM;NOME_PRODUTO;DATA_DE_CONSUMO;QUANTIDADE
113430058;25000031960;NEORINO;;
104650211;25000010067;NEOSAC;;
172870309;25351268914;NEOSAC;;
155840116;25351541674;NEOSAC;;
105530265;25351040538;NEOSALDINA;;
106390231;25351006769;NEOSALDINA;;
178170899;25351110112;NEOSALDINA;;
178170912;25351364360;NEOSALDINA DIP;;
117170020;25000001382;NEOSALDOR;;
155840417;25351657398;NEOSARTAN;;
155840538;25351034884;NEOSARTAN;;
104650197;25000023125;NEOSEMID;;
172870205;25351274373;NEOSEMID;;
155840130;25351556019;NEOSEMID;;
155840536;25351441201;NEOSEMID;;
120000007;25000002613;NEOSETRON;;
120000010;25351173818;NEOSETRON;;
104650293;25000011791;NEOSORO;;
172870242;25351269783;NEOSORO;;
155840127;25351555912;NEOSORO;;
104650450;25351210238;NEOSORO H;;
172870333;25351267275;NEOSORO H;;
155840083;25351566255;NEOSORO H;;
104650303;25000009995;NEOSORO INFANTIL;;
172870376;25351270040;NEOSORO INFANTIL;;
155840122;25351555307;NEOSORO INFANTIL;;
104650152;25000029722;NEOSSOLVAN;;
172870144;25351259121;NEOSSOLVAN;;
155840349;25351556022;NEOSSOLVAN;;
104400040;25992003774;NEOSTATIN;;
102980232;25000021953;NEOSTIGMIN;;
120190019;25000017213;NEOSTIGMINE;;
104650194;25000029720;NEOSULIDA;;
172870250;25351274558;NEOSULIDA;;
155840321;25351538432;NEOSULIDA;;
105740006;25001010810;NEOSULIN L;;
105740004;25001010809;NEOSULIN N;;
105740003;25001010807;NEOSULIN REGULAR;;
104650178;25000035310;NEOTAFLAN;;
172870241;25351267902;NEOTAFLAN;;
155840357;25351567122;NEOTAFLAN;;
104650090;25000004083;NEOTAREN;;
172870301;25351264085;NEOTAREN;;
155840372;25351566118;NEOTAREN;;
120000012;25000011710;NEOTAXEL;;
105740029;25000004308;NEOTENOL;;
100470496;25351709481;NEOTIAPIM;;
101000543;25001006143;NEOTIGASON;;
110130271;25351142295;NEOTIGASON;;
155730046;25351352646;NEOTIGASON;;
104650035;25351029749;NEOTONAVIR;;
101810073;25001026243;NEOTOP;;
104650140;25000013656;NEOTOSS;;
172870189;25351267650;NEOTOSS;;
155840147;25351563851;NEOTOSS;;
155840468;25351542587;NEOTRAMOL;;
155840505;25351816412;NEOTRAMOL;;
120190070;25000035172;NEOTREXAL;;
102350160;25991012864;NEOTRICIN;;
167730201;25351735434;NEOTRICIN;;
104650001;25001011404;NEOTRIN;;
104650010;25000007083;NEOTRIN BALSÂMICO;;
102351272;25351720278;NEOVANGY MR;;
104650020;25001007088;NEOVERMIN;;
172870274;25351270331;NEOVERMIN;;
155840306;25351566177;NEOVERMIN;;
104650086;25000001391;NEOVERPAMIL;;
100200027;25992007350;NEOVLAR;;
170560062;25351091788;NEOVLAR;;
121170096;25000008997;NEOXANE;;
104650225;25000012103;NEOZIMINA;;
113000301;25992015311;NEOZINE;;
183260316;25351190065;NEOZINE;;
104650281;25000009990;NEOZOL;;
104650296;25000031465;NEOZOLAM;;
172870354;25351240210;NEOZOLAM;;
155840071;25351563863;NEOZOLAM;;
137640048;25351034029;NEPECEF;;
188300006;25351329921;NEPECEF;;
188300089;25351406567;NEPEXTO;;
137640127;25351139206;NEPEZIL;;
100410131;25351218262;NEPHROTECT;;
156510087;25351271128;NEPIL;;
117250018;25351031300;NEPODEX;;
104810065;25000000800;NEPRAZOL;;
104810141;25351170740;NEPRAZOL;;
102980089;25001006827;NEPRESOL;;
115600024;25000009314;NERALGYN;;
100200028;25992025093;NERISONA;;
170560087;25351010064;NERISONA;;
104810050;25000035164;NERIZINA;;
139000004;25351603734;NERLYNX;;
106570011;25351031483;NEROLOM;;
125680223;25351106544;NERVAMIN;;
109740165;25351160962;NERVEN;;
107740033;25991005209;NERVITON;;
102470083;25351621507;NERVOCALM;;
128420021;25000007780;NERVOHEEL;;
161980006;25351343421;NERVOHEEL N;;
102660020;25992015917;NERVOMED;;
117950004;25351774279;NESH CÁLCIO;;
117950002;25351033845;NESH FERRO;;
117950001;25351289845;NESH FÓLICO;;
117950003;25351133898;NESH ZINCO;;
106390266;25351074779;NESINA;;
178170906;25351110148;NESINA;;
106390274;25351691344;NESINA PIO;;
178170903;25351110101;NESINA PIO;;
194270032;25351447826;NESTRA;;
104810061;25000035165;NETACIL;;
100430647;25001001183;NETICINA;;
146820061;25351604052;NEUGABA;;
155370022;25351402280;NEUGRAST;;
101000652;25351150624;NEULASTIM;;
102440005;25351471357;NEULASTIM;;
113000303;25992000240;NEULEPTIL;;
183260317;25351190083;NEULEPTIL;;
126750171;25351454678;NEULOX;;
121100115;25000020503;NEUMEGA;;
103720274;25351713766;NEUMOSIN;;
101070285;25351003767;NEUPINE;;
151430030;25351070513;NEUPINE;;
123610082;25351034703;NEUPRO;;
102980295;25351017327;NEURAL;;
161980015;25351124675;NEUREXAN;;
107150060;25001005197;NEURI - B6;;
104440101;25000011002;NEURILAN;;
100820136;25000012696;NEURIUM;;
107150062;25001005200;NEURIVIT;;
103700600;25351058591;NEUROCONTROL;;
102730017;25992007834;NEUROFORTAN;;
105830194;25992009907;NEUROLIL;;
102980079;25001006826;NEUROLITHIUM;;
104971175;25000021547;NEURON;;
102160089;25000032018;NEURONTIN;;
121100405;25351097896;NEURONTIN;;
102160273;25351422786;NEURONTIN;;
115350007;25351574110;NEURONTIN;;
102351064;25351726910;NEUROPRAM;;
102351026;25351685183;NEUROQUEL;;
102350378;25000028262;NEUROTRYPT;;
135690585;25351670021;NEUROTRYPT;;
102350151;25992012888;NEUROTÔNICO;;
105710026;25001021951;NEUTOSS;;
102700042;25001006633;NEUTRAFORTE;;
101870259;25000007149;NEUTRAR;;
105830253;25351018325;NEUTROCAL;;
105830606;25351149117;NEUTROCAL D;;
105830191;25000026757;NEUTROFER;;
135690626;25351671527;NEUTROFER;;
105830224;25000006647;NEUTROFER  FÓLICO;;
135690592;25351670388;NEUTROFER  FÓLICO;;
106890112;25000030018;NEUTROGERM;;
100230267;25351365582;NEVANAC;;
100681105;25351659683;NEVANAC;;
131960006;25000020600;NEVIMUNE;;
102980319;25351214915;NEVIRAL;;
123520078;25351016295;NEVIRAPINA;;
104650278;25351010913;NEVIRAPINA (PORT 344/98 L-C4);;
100890262;25351022003;NEVIRAPINA (PORT 344/98 LISTA C4);;
100430027;25351008428;NEVIRAPINA (PORT Nº 344/98 - LISTA C4);;
151670001;25351006153;NEVIRAPINA (PORT. 344/98 L- C4);;
112090113;25000040529;NEVIRAX;;
142570002;25351027807;NEVORIN;;
117170007;25000036875;NEVRALDOR;;
143810051;25992002082;NEVRALGEX;;
125660024;25000021877;NEVRALGINA;;
118610261;25351033573;NEVRIX;;
158190008;25351062732;NEVRIX;;
118610264;25351387319;NEVRIX IM;;
158190002;25351062739;NEVRIX IM;;
108580242;25991011408;NEVROL;;
137950005;25000011298;NEW LIFE PROFESSIONAL SUNDOW;;
100630253;25351333068;NEWCET;;
104290176;25351402360;NEXAVAR;;
170560029;25351212182;NEXAVAR;;
102070085;25351166617;NEXCARE;;
167730649;25351488280;NEXFLEN;;
100470558;25351632869;NEXIMEZ;;
146820028;25351551369;NEXIPRAM;;
116180105;25351011156;NEXIUM;;
116180209;25351041061;NEXIUM IV;;
126750397;25351500578;NEXOPRAX;;
167730381;25351667406;NEXPRAZIN;;
167730485;25351395956;NEXPRAZIN;;
104971436;25351771903;NEXT;;
101800265;25000015002;NEXVEP;;
183260482;25351006101;NEXVIAZYME;;
101160078;25000011193;NIAR;;
105530268;25351015844;NIAR;;
100890325;25351171498;NIASPAN;;
151430063;25351920109;NIBISNU;;
117290014;25351613837;NICE;;
122050037;25000052787;NICLETS;;
167730064;25351012641;NICOGIN;;
122050034;25000010498;NICOPAVERINA;;
122050031;25000026914;NICOPAVERINA B6;;
101550196;25000041602;NICORD;;
123890070;25000001258;NICORETTE;;
102160210;25351029942;NICORETTE;;
157210008;25351266267;NICORETTE;;
112363423;25351030002;NICORETTE;;
111250023;25351030945;NICOSTAN;;
120190048;25000012805;NICOSTAT;;
103850040;25992016829;NICOSULFAN;;
145330003;25351010561;NICOTINAMIDA + ASSOCIAÇÕES;;
116070023;25992008141;NICOTINAMINA ASSOCIADO;;
100681070;25351196864;NICOTINELL;;
101070336;25351311424;NICOTINELL;;
192900001;25351416136;NICOTINELL;;
110850014;25351005536;NIDAZOFARMA;;
102850890;25001004704;NIDAZOL G;;
105770070;25992020692;NIDAZOLIN;;
104971474;25351801658;NIDAZOLIN;;
146820106;25351346437;NIDHI;;
105830983;25351735541;NIDUE;;
105730757;25351316631;NIENZA;;
100490088;25351008538;NIFE-BRAS;;
100810096;25992033039;NIFECLIM;;
104080049;25000014177;NIFEDAX;;
105770125;25000009002;NIFEDIPAN;;
121550040;25000002413;NIFEDIPINA;;
100470231;25000010852;NIFEDIPINA;;
103700156;25000000320;NIFEDIPINA;;
101750005;25000015828;NIFEDIPINA;;
123520029;25000022648;NIFEDIPINA;;
126250047;25000012609;NIFEDIPINA;;
131340001;25000033618;NIFEDIPINA;;
100140074;25000018021;NIFEDIPINA;;
105430134;25000011690;NIFEDIPINA;;
129250013;25016000638;NIFEDIPINA;;
100020085;25000015595;NIFEDIPINA;;
126750010;25000010136;NIFEDIPINA;;
100810042;25000033039;NIFEDIPINA;;
107140097;25001002500;NIFEDIPINA;;
109980014;25000009427;NIFEDIPINA;;
118190035;25000002417;NIFEDIPINA;;
110330021;25351036365;NIFEDIPINA;;
120190068;25000035167;NIFEDIPINA;;
102980152;25000016040;NIFEDIPINO;;
102350476;25351020391;NIFEDIPINO;;
108840314;25000031442;NIFEDIPINO;;
104970123;25001002876;NIFEDIPINO;;
109680068;25351003688;NIFEDIPINO;;
135690032;25351007553;NIFEDIPINO;;
109170034;25000005695;NIFEDIPRESS;;
100470353;25000012466;NIFEHEXAL;;
112130047;25000016047;NIFELAT;;
105730681;25351860807;NIFELAT;;
104041924;25000015687;NIFEMAX;;
126750356;25351613430;NIFLAG;;
102351028;25351389965;NIGLIN;;
100920039;25000021647;NIILIS;;
135690671;25351725907;NIKI;;
100140048;25992007250;NIKKHO-VAC;;
135690489;25351036841;NILAFEN;;
105710090;25000034465;NILCLAMIDA;;
194270045;25351626602;NILIVE;;
194270046;25351626595;NILIVE;;
102980302;25001006926;NILPERIDOL;;
100890199;25000000023;NILVADIPINA;;
100470271;25351006243;NIMALGEX;;
100250096;25000018907;NIMBIUM;;
101070213;25351031315;NIMBIUM;;
137640169;25351364457;NIMBIUM;;
101710205;25351497971;NIMEGON;;
101710203;25351471705;NIMEGON MET;;
103920073;25000016463;NIMELIT;;
101070306;25351433857;NIMENRIX;;
102160243;25351033642;NIMENRIX;;
131340003;25000033150;NIMENSULIDA;;
135690586;25351674712;NIMESILAM;;
135690698;25351585166;NIMESILAM;;
135690699;25351546316;NIMESILAM;;
102350351;25000021496;NIMESILAN;;
101460084;25351008349;NIMESUBAL;;
103940100;25992021727;NIMESULIDA;;
106750043;25000009564;NIMESULIDA;;
104440103;25000013194;NIMESULIDA;;
106460080;25000024407;NIMESULIDA;;
102030045;25000033191;NIMESULIDA;;
109740023;25001015772;NIMESULIDA;;
101810339;25351001007;NIMESULIDA;;
101810349;25351011698;NIMESULIDA;;
116540014;25351026418;NIMESULIDA;;
102350533;25351033554;NIMESULIDA;;
102350534;25351033556;NIMESULIDA;;
100430786;25351037947;NIMESULIDA;;
104450117;25351002477;NIMESULIDA;;
152130012;25351004538;NIMESULIDA;;
104650378;25351017793;NIMESULIDA;;
100680909;25351222713;NIMESULIDA;;
100430909;25351051981;NIMESULIDA;;
103940511;25351006406;NIMESULIDA;;
155840038;25351170947;NIMESULIDA;;
155840041;25351104060;NIMESULIDA;;
102350844;25351443875;NIMESULIDA;;
105830542;25351444200;NIMESULIDA;;
135690420;25351442969;NIMESULIDA;;
104920167;25351370917;NIMESULIDA;;
123520202;25351281546;NIMESULIDA;;
125680148;25351196477;NIMESULIDA;;
104650471;25351058620;NIMESULIDA;;
143810139;25351524878;NIMESULIDA;;
172870223;25351223613;NIMESULIDA;;
172870278;25351217769;NIMESULIDA;;
155840063;25351534943;NIMESULIDA;;
155840196;25351534912;NIMESULIDA;;
155840439;25351150340;NIMESULIDA;;
118190139;25351056798;NIMESULIDA;;
103920174;25351061425;NIMESULIDA;;
103920175;25351061262;NIMESULIDA;;
183260195;25351665027;NIMESULIDA;;
183260204;25351664817;NIMESULIDA;;
104810101;25351710639;NIMESULIDA;;
143810177;25351515324;NIMESULIDA;;
118190190;25351725486;NIMESULIDA;;
100630160;25000032976;NIMESULIDE;;
109060086;25000015243;NIMESULIDE;;
103700264;25000009818;NIMESULIX;;
100380089;25351040711;NIMETEC;;
101460074;25351027364;NIMOBAL;;
100330075;25000007555;NIMODIPINO;;
100470341;25351023397;NIMODIPINO;;
115600115;25351004165;NIMOPAX;;
100380079;25351031386;NIMOPIN;;
104290059;25001016090;NIMOTOP;;
170560032;25351211604;NIMOTOP;;
104300019;25000026887;NIMOVAS;;
177940047;25351227280;NIMSY;;
106390278;25351038663;NINLARO;;
154230028;25351001203;NIOXIL;;
109740113;25000020928;NIPRIDE;;
101070153;25000030044;NIQUITIN;;
101070182;25351192184;NIQUITIN;;
134800106;25351345212;NIQUITIN;;
134800108;25351345192;NIQUITIN;;
105500071;25000013378;NISALGEN;;
109860023;25000020605;NISOCORT;;
154230013;25351000693;NISOFLAN;;
103940429;25000000846;NISOLDIPINA;;
116180064;25000041351;NISOLDIPINA;;
108580145;25000010684;NISOLDIPINA;;
105500117;25000000955;NISOLDIPINA;;
103920068;25000015643;NISTAGEN;;
101810167;25000015682;NISTAGYN;;
138410028;25351268762;NISTAMAX;;
102270019;25000020626;NISTAN;;
104080087;25000013073;NISTATEC;;
108580117;25000007190;NISTATIN;;
102030052;25000004800;NISTATINA;;
112090102;25000028104;NISTATINA;;
104070087;25000029444;NISTATINA;;
135480054;25000003916;NISTATINA;;
125680019;25000014833;NISTATINA;;
109060070;25000015246;NISTATINA;;
102350433;25000001893;NISTATINA;;
103700305;25351008540;NISTATINA;;
125740019;25000055577;NISTATINA;;
104650297;25351013031;NISTATINA;;
102940100;25351014563;NISTATINA;;
101810335;25351020525;NISTATINA;;
102980256;25351022116;NISTATINA;;
102980260;25351030195;NISTATINA;;
100430743;25351029744;NISTATINA;;
125680026;25351009016;NISTATINA;;
102940060;25000003813;NISTATINA;;
102350505;25351029348;NISTATINA;;
120190122;25351026321;NISTATINA;;
108580236;25351029425;NISTATINA;;
125680045;25351039341;NISTATINA;;
103700077;25001006831;NISTATINA;;
105830452;25351254825;NISTATINA;;
135690326;25351256004;NISTATINA;;
105830468;25351254765;NISTATINA;;
135690338;25351251034;NISTATINA;;
103700482;25351265645;NISTATINA;;
109680075;25351355501;NISTATINA;;
126750073;25351338873;NISTATINA;;
154230062;25351025636;NISTATINA;;
104041987;25351310455;NISTATINA;;
102940146;25351376315;NISTATINA;;
115600164;25351190487;NISTATINA;;
107140251;25351679444;NISTATINA;;
172870170;25351230679;NISTATINA;;
167730304;25351670026;NISTATINA;;
155840111;25351535239;NISTATINA;;
172870431;25351515690;NISTATINA;;
183260189;25351696696;NISTATINA;;
105770031;25992002182;NISTATINA + ASSOCIAÇÕES;;
100470240;25000009603;NISTATINA + OXIDO DE ZINCO;;
104670113;25000013381;NISTATINA + OXIDO DE ZINCO;;
105350158;25351384280;NISTATINA + OXIDO DE ZINCO;;
101810431;25351009733;NISTATINA + ÓXIDO DE ZINCO;;
102350683;25351033827;NISTATINA + ÓXIDO DE ZINCO;;
105830358;25351043602;NISTATINA + ÓXIDO DE ZINCO;;
135690204;25351042851;NISTATINA + ÓXIDO DE ZINCO;;
126750084;25351351544;NISTATINA + ÓXIDO DE ZINCO;;
141070078;25351474195;NISTATINA + ÓXIDO DE ZINCO;;
167730238;25351668092;NISTATINA + ÓXIDO DE ZINCO;;
103700558;25351526827;NISTATINA + ÓXIDO DE ZINCO;;
183260151;25351679923;NISTATINA + ÓXIDO DE ZINCO;;
104650375;25351223062;NISTATINA 25.000 UI/G;;
172870164;25351223583;NISTATINA 25.000 UI/G;;
155840098;25351534933;NISTATINA 25.000 UI/G;;
108580239;25991008644;NISTATINA PRODOTTI;;
110330003;25000041582;NISTATITAN;;
107140103;25001004724;NISTAVAL;;
104040174;25000000911;NISTAX;;
172870461;25351516649;NISTAX;;
118360007;25000003108;NISTAZINE;;
115600135;25351162715;NISTOMIC;;
154230091;25351030040;NISTRAZIN;;
103850100;25351506608;NISUFAR;;
107150096;25000014107;NISUFLEX;;
121170045;25001004920;NISULID;;
105730301;25351067204;NISULID;;
183260280;25351805744;NITAZOXANIDA;;
135170032;25351962807;NITAZOXANIDA;;
155840545;25351234017;NITAZOXANIDA;;
102351352;25351308782;NITAZOXANIDA;;
126750396;25351468266;NITAZOXANIDA;;
100290193;25351162098;NITES;;
175360001;25351349198;NITIKABS;;
175360002;25351694440;NITIKABS;;
124510028;25000049071;NITITOM;;
102160157;25351029994;NITRADISC;;
102980243;25991010285;NITRAPAN;;
102980037;25992015265;NITRAPAN;;
155840499;25351679511;NITRATO DE BUTOCONAZOL;;
100431080;25351004226;NITRATO DE FENTICONAZOL;;
100431128;25351711334;NITRATO DE FENTICONAZOL;;
102350395;25000004326;NITRATO DE ISOCONAZOL;;
102980282;25351015276;NITRATO DE ISOCONAZOL;;
102980292;25351035346;NITRATO DE ISOCONAZOL;;
118610109;25351006951;NITRATO DE ISOCONAZOL;;
125680108;25351001238;NITRATO DE ISOCONAZOL;;
104650393;25351040866;NITRATO DE ISOCONAZOL;;
125680112;25351001235;NITRATO DE ISOCONAZOL;;
101810478;25351078412;NITRATO DE ISOCONAZOL;;
135690276;25351271950;NITRATO DE ISOCONAZOL;;
105830416;25351273191;NITRATO DE ISOCONAZOL;;
105830508;25351470386;NITRATO DE ISOCONAZOL;;
154230064;25351044026;NITRATO DE ISOCONAZOL;;
154230065;25351056673;NITRATO DE ISOCONAZOL;;
105350151;25351173080;NITRATO DE ISOCONAZOL;;
172870160;25351221881;NITRATO DE ISOCONAZOL;;
155840317;25351535806;NITRATO DE ISOCONAZOL;;
183260217;25351679517;NITRATO DE ISOCONAZOL;;
118190162;25351725508;NITRATO DE ISOCONAZOL;;
103700296;25351004616;NITRATO DE MICONAZOL;;
103700304;25351005452;NITRATO DE MICONAZOL;;
124510007;25000028301;NITRATO DE MICONAZOL;;
102980293;25351027326;NITRATO DE MICONAZOL;;
111250017;25351020284;NITRATO DE MICONAZOL;;
101810393;25351169271;NITRATO DE MICONAZOL;;
125680057;25351169337;NITRATO DE MICONAZOL;;
101810410;25351197439;NITRATO DE MICONAZOL;;
102350622;25351018699;NITRATO DE MICONAZOL;;
102350620;25351018704;NITRATO DE MICONAZOL;;
105830318;25351039298;NITRATO DE MICONAZOL;;
135690164;25351043413;NITRATO DE MICONAZOL;;
104650395;25351071606;NITRATO DE MICONAZOL;;
135690168;25351043655;NITRATO DE MICONAZOL;;
105830385;25351202346;NITRATO DE MICONAZOL;;
135690232;25351197573;NITRATO DE MICONAZOL;;
102350746;25351186687;NITRATO DE MICONAZOL;;
154230055;25351355079;NITRATO DE MICONAZOL;;
143810101;25351251977;NITRATO DE MICONAZOL;;
102350827;25351382256;NITRATO DE MICONAZOL;;
105830536;25351382350;NITRATO DE MICONAZOL;;
135690413;25351385733;NITRATO DE MICONAZOL;;
104971343;25351385723;NITRATO DE MICONAZOL;;
104650447;25351303951;NITRATO DE MICONAZOL;;
141070074;25351524092;NITRATO DE MICONAZOL;;
113430178;25351175732;NITRATO DE MICONAZOL;;
113430179;25351383105;NITRATO DE MICONAZOL;;
172870227;25351223700;NITRATO DE MICONAZOL;;
172870259;25351221886;NITRATO DE MICONAZOL;;
167730233;25351656822;NITRATO DE MICONAZOL;;
167730323;25351667971;NITRATO DE MICONAZOL;;
105710145;25351104106;NITRATO DE MICONAZOL;;
155840140;25351535138;NITRATO DE MICONAZOL;;
155840150;25351534904;NITRATO DE MICONAZOL;;
148960002;25351756737;NITRATO DE MICONAZOL;;
183260171;25351680191;NITRATO DE MICONAZOL;;
183260264;25351688323;NITRATO DE MICONAZOL;;
141070127;25351596539;NITRATO DE MICONAZOL;;
104810123;25351623042;NITRATO DE MICONAZOL;;
107140269;25351625668;NITRATO DE MICONAZOL;;
131190014;25351000592;NITRATO DE NAFAZOLINA+SULFATO DE ZINCO;;
101000136;25001010709;NITRATO DE OXICONAZOL;;
125680116;25351001244;NITRATO DE OXICONAZOL;;
102350981;25351124602;NITRATO DE OXICONAZOL;;
105500111;25000010477;NITRATO DE SERTACONAZOL;;
101810288;25992019883;NITRAZEPAM (PORT 28/86);;
105830362;25351062362;NITRAZEPAM (PORT 344/98 LISTA B1);;
102350696;25351062380;NITRAZEPAM (PORT 344/98 LISTA B1);;
135690224;25351062347;NITRAZEPAM (PORT 344/98 LISTA B1);;
103940541;25992002840;NITRAZEPOL;;
112130043;25001005404;NITRENCORD;;
105730563;25351691227;NITRENCORD;;
100430648;25000004262;NITRENDIPINA;;
112130302;25351208178;NITRENDIPINO;;
105730549;25351688307;NITRENDIPINO;;
100330148;25992005023;NITRILENO;;
100680092;25000007760;NITRODERM TTS;;
103700443;25351171734;NITROFEN;;
104650421;25351071595;NITROFURAL;;
172870230;25351224787;NITROFURAL;;
155840153;25351535025;NITROFURAL;;
121550031;25000000400;NITROFURANTOINA;;
103110063;25000009982;NITROFURANTOINA;;
112090082;25000028107;NITROFURANTOINA;;
104040155;25991013317;NITROFURANTOINA;;
103700579;25351801570;NITROFURANTOINA;;
121100291;25351128198;NITROFURANTOINA;;
126250041;25000039191;NITROFURAZONA;;
109350002;25000028055;NITROFURAZONA;;
101860004;25991006592;NITROFURAZONA;;
100840147;25000003086;NITROGLICERINA;;
105530212;25000012496;NITROGLICERINA;;
135480062;25992002548;NITROGLICERINA;;
125430004;25000031315;NITROGLICERINA;;
127250055;25000011058;NITROGLICERINA;;
107120067;25001003695;NITROLONG;;
105740041;25000001403;NITRONAL;;
135690438;25351181111;NITRONAL;;
103870012;25991008669;NITROP;;
105530224;25000002245;NITROPRESABBOTT;;
102980218;25000013551;NITROPRUS;;
112830079;25000031506;NITROPRUSSIATO DE SODIO;;
154230096;25351065849;NITROZOL;;
136410010;25351341468;NIULIVA;;
103900223;25351620217;NIXE;;
121100107;25000009010;NIZATIDINA;;
106890124;25351006101;NIZONAZOL;;
112360016;25991004907;NIZORAL;;
109680063;25351023734;NIZORETIC;;
118190069;25351056818;NIZUIL GEL;;
102030028;25001006594;NOACID;;
182610005;25351573537;NOAZY;;
102350484;25991002921;NOCICLIN;;
103720255;25351674228;NOCON;;
105530045;25991003841;NOCTAL;;
105830242;25000040358;NOCTAVAL;;
109740129;25351015982;NOCTIDEN;;
100430941;25351214136;NOELE;;
102350835;25001002102;NOESTRIL INJETAVEL;;
100430036;25351037254;NOEX;;
102350038;25992007066;NOFEBRIN;;
167730178;25351641230;NOFEBRIN;;
167730548;25351072025;NOFEBRIN;;
145170009;25000053246;NOGAS;;
103700345;25000005811;NOGRIPE;;
105530375;25351766818;NOIBS;;
121430397;25351173282;NOITYL;;
121420013;25351299041;NOITYL;;
167730108;25351126929;NOLAPROST;;
167730499;25351502340;NOLAPROST;;
103700519;25351266377;NOLIPO;;
116180036;25992020032;NOLVADEX;;
100680159;25000002247;NOMEGESTROL;;
109740173;25351025603;NOMETRIÓS;;
105830200;25000034389;NONOXIGEL;;
100430608;25000023827;NONOXINOL;;
105430091;25000008541;NONOXINOL;;
102350383;25000031119;NONOXINOL;;
135480070;25000023689;NONOXINOL;;
110390098;25001005685;NONOXINOL;;
101810308;25000030961;NONOXINOL 9;;
103022020;25000034898;NONOXINOL-9;;
102700109;25000000408;NONOXINOL-9;;
101180091;25000009070;NOODIPINA;;
112130398;25992019321;NOOTRON;;
105730546;25351687979;NOOTRON;;
113000307;25992006786;NOOTROPIL;;
113000979;25351410765;NOOTROPIL;;
183260420;25351627511;NOOTROPIL;;
165070013;25351692662;NOPASURE;;
100470470;25351748327;NOPIRODIL;;
151700013;25351034963;NOPROSIL;;
103110166;25351171093;NOPROSIL;;
113000172;25000008588;NOPUCID COMPOSTO;;
126750131;25351261723;NORADOP;;
126750318;25351172800;NORADOP;;
113430066;25000008658;NORADREM;;
101810029;25991006016;NORBINOT;;
101710094;25001026580;NORCURON;;
121100001;25992000812;NORDETTE;;
117660006;25000001529;NORDITROPIN;;
115600159;25351024093;NOREGYNA;;
177940003;25351494081;NOREGYNA;;
115600224;25351144007;NOREGYNA;;
100430650;25000009417;NORELBIN;;
102010056;25351027474;NOREPHED;;
127480003;25000013788;NOREPINE;;
109740101;25000014744;NORESTIN;;
103700115;25000023305;NORETISTERONA;;
120190094;25000023591;NORETISTERONA;;
109740262;25351114936;NORETISTERONA;;
112363335;25001020224;NORETISTERONA + ETINILESTRADIOL;;
135690274;25351004080;NORF;;
135690695;25351384749;NORF;;
104080070;25000020170;NORFLAMIN;;
142570065;25351169289;NORFLAN;;
108580165;25000005827;NORFLOX;;
112830064;25000000140;NORFLOX;;
108860020;25351008447;NORFLOX;;
123520012;25000020619;NORFLOXACINA;;
106460071;25000024399;NORFLOXACINA;;
104810058;25000032613;NORFLOXACINA;;
100290029;25000000941;NORFLOXACINA;;
110390143;25000010760;NORFLOXACINO;;
102350456;25351014264;NORFLOXACINO;;
123520065;25351006242;NORFLOXACINO;;
100680177;25351035680;NORFLOXACINO;;
112130276;25351039986;NORFLOXACINO;;
106240094;25351034045;NORFLOXACINO;;
102690064;25351014771;NORFLOXACINO;;
142570017;25351034739;NORFLOXACINO;;
150870013;25351019203;NORFLOXACINO;;
110330039;25000021089;NORFLOXACINO;;
126750043;25351215737;NORFLOXACINO;;
146680055;25351184272;NORFLOXACINO;;
100890295;25351000299;NORFLOXACINO;;
155840026;25351035003;NORFLOXACINO;;
101810409;25351197450;NORFLOXACINO;;
104041999;25351024424;NORFLOXACINO;;
135690250;25351208429;NORFLOXACINO;;
104971335;25351383786;NORFLOXACINO;;
125680154;25351317270;NORFLOXACINO;;
100470435;25351358525;NORFLOXACINO;;
105350164;25351464061;NORFLOXACINO;;
117170073;25351470005;NORFLOXACINO;;
113001084;25351538712;NORFLOXACINO;;
167730207;25351665998;NORFLOXACINO;;
143810170;25351335477;NORFLOXACINO;;
109170100;25351759994;NORFLOXACINO;;
105830309;25351026236;NORFLOXACINO 400 MG;;
103920058;25000016385;NORFLOXAN;;
107140191;25000040958;NORFLOXAZAN;;
120190061;25000035159;NORFLOXIL;;
117170018;25000001387;NORFLOXIN;;
117170072;25351671818;NORFLOXINOX;;
143810073;25351162524;NORFLOXMED;;
137640062;25351019262;NORFLURIN;;
102350259;25001007795;NORIDERM;;
102351301;25351452584;NORIDERM;;
102351303;25351452782;NORIDERM;;
102351302;25351452729;NORIDERM;;
101810563;25351341679;NORIPTOL;;
106390099;25992002669;NORIPURUM;;
106390244;25992017987;NORIPURUM COMPLEX;;
106390255;25351522801;NORIPURUM EV;;
106390131;25001021829;NORIPURUM FÓLICO;;
106390245;25000017135;NORIPURUM VITAMINADO;;
106390246;25000011959;NORIPURUM VITAMINADO LÍQUIDO;;
106390247;25351228657;NORIPURUM VITAMINADO LÍQUIDO (SOLUÇÃO ORAL);;
123610041;25000052071;NORLEVO;;
156510020;25351184575;NORLYN;;
144930039;25351049190;NORMACICLO;;
100470401;25992001338;NORMAGRIN;;
101910301;25992000914;NORMALAC;;
102860005;25000027048;NORMALISAN;;
100490100;25351044590;NORMALIZAN;;
104970159;25992007253;NORMAMOR;;
109740175;25351002154;NORMASTIG;;
104971406;25351182380;NORMASTIG;;
